radius_lower_m,radius_upper_m,radius_center_m,count,chrono_response_mm_mean,chrono_response_mm_rmse,chrono_response_mm_p05,chrono_response_mm_median,chrono_response_mm_p95,genesis_response_mm_mean,genesis_response_mm_rmse,genesis_response_mm_p05,genesis_response_mm_median,genesis_response_mm_p95,error_mm_mean,error_mm_rmse,error_mm_p05,error_mm_median,error_mm_p95,phase,inside_action_radius
0.04,0.045,0.042499999999999996,56,-20.35798454284668,20.36200714111328,-21.02165412902832,-20.353046417236328,-19.727996826171875,-8.341259002685547,9.697429656982422,-23.590124130249023,-6.1953325271606445,-5.78417444229126,12.01672649383545,13.020023345947266,-3.2858285903930664,14.056145668029785,14.958826065063477,residual,True
0.045,0.05,0.0475,60,-19.825681686401367,19.829126358032227,-20.353328704833984,-19.79762077331543,-19.33300018310547,-7.94180965423584,8.730630874633789,-19.072317123413086,-6.545908451080322,-6.307339191436768,11.883875846862793,12.430472373962402,1.0890873670578003,13.166620254516602,14.076210021972656,residual,True
0.05,0.055,0.052500000000000005,65,-19.23194694519043,19.235210418701172,-19.763696670532227,-19.22875213623047,-18.661697387695312,-8.085570335388184,9.081369400024414,-19.137582778930664,-6.710880279541016,-6.092395305633545,11.146377563476562,11.888083457946777,0.10887299478054047,12.634861946105957,13.28455924987793,residual,True
0.055,0.06,0.057499999999999996,62,-18.633657455444336,18.637004852294922,-19.074420928955078,-18.614105224609375,-18.092660903930664,-7.319547653198242,8.485170364379883,-18.923418045043945,-5.628217697143555,-4.801937580108643,11.314106941223145,12.101861000061035,-0.19831925630569458,12.717814445495605,13.801233291625977,residual,True
0.06,0.065,0.0625,84,-17.848281860351562,17.85298728942871,-18.472049713134766,-17.849815368652344,-17.227380752563477,-5.806611061096191,7.235190391540527,-18.326175689697266,-4.203876495361328,-2.7696750164031982,12.041668891906738,12.805935859680176,-0.2280636429786682,13.827838897705078,15.240592956542969,residual,True
0.065,0.07,0.0675,89,-16.900348663330078,16.90625,-17.576702117919922,-16.89377212524414,-16.109275817871094,-3.223623514175415,4.398224353790283,-9.50015926361084,-1.9679030179977417,-0.48728957772254944,13.676726341247559,13.99168586730957,6.957063674926758,14.904399871826172,16.087369918823242,residual,True
0.07,0.075,0.07250000000000001,91,-13.755462646484375,14.07291316986084,-16.35042953491211,-14.7346830368042,-10.86707878112793,-0.03330882638692856,1.69179105758667,-0.818383514881134,0.31895777583122253,1.061571478843689,13.722153663635254,14.064115524291992,7.892563819885254,14.577445030212402,16.360294342041016,residual,True
0.075,0.08,0.0775,93,-2.2486422061920166,4.762887477874756,-10.803772926330566,0.0,0.0,0.6321841478347778,2.172152042388916,-4.456736087799072,1.1258751153945923,1.8839316368103027,2.880826234817505,5.658727645874023,-4.456736087799072,1.3447476625442505,11.779377937316895,residual,False
0.08,0.085,0.0825,99,0.0,0.0,0.0,0.0,0.0,1.83390212059021,1.8491929769515991,1.4438344240188599,1.7987416982650757,2.2594029903411865,1.83390212059021,1.8491929769515991,1.4438344240188599,1.7987416982650757,2.2594029903411865,residual,False
0.085,0.09,0.0875,111,0.0,0.0,0.0,0.0,0.0,2.1396193504333496,2.2069594860076904,1.9168612957000732,2.1746106147766113,2.4212872982025146,2.1396193504333496,2.2069594860076904,1.9168612957000732,2.1746106147766113,2.4212872982025146,residual,False
0.09,0.095,0.0925,121,0.0,0.0,0.0,0.0,0.0,2.396916627883911,2.398799419403076,2.269566297531128,2.3816676139831543,2.5739524364471436,2.396916627883911,2.398799419403076,2.269566297531128,2.3816676139831543,2.5739524364471436,residual,False
0.095,0.1,0.0975,125,0.0,0.0,0.0,0.0,0.0,2.436831474304199,2.4384546279907227,2.316906452178955,2.4363515377044678,2.646864891052246,2.436831474304199,2.4384546279907227,2.316906452178955,2.4363515377044678,2.646864891052246,residual,False
0.1,0.105,0.10250000000000001,120,0.0,0.0,0.0,0.0,0.0,2.377760887145996,2.379837989807129,2.210568904876709,2.384185791015625,2.5958402156829834,2.377760887145996,2.379837989807129,2.210568904876709,2.384185791015625,2.5958402156829834,residual,False
0.105,0.11,0.1075,144,0.0,0.0,0.0,0.0,0.0,2.210484743118286,2.213870048522949,2.0401813983917236,2.200364351272583,2.399955987930298,2.210484743118286,2.213870048522949,2.0401813983917236,2.200364351272583,2.399955987930298,residual,False
0.11,0.115,0.1125,137,0.0,0.0,0.0,0.0,0.0,2.005281686782837,2.008396625518799,1.8906588554382324,1.9784504175186157,2.2398324012756348,2.005281686782837,2.008396625518799,1.8906588554382324,1.9784504175186157,2.2398324012756348,residual,False
0.115,0.12,0.1175,137,0.0,0.0,0.0,0.0,0.0,1.817055344581604,1.817931890487671,1.7291854619979858,1.81895911693573,1.9125465154647827,1.817055344581604,1.817931890487671,1.7291854619979858,1.81895911693573,1.9125465154647827,residual,False
0.12,0.125,0.1225,161,0.0,0.0,0.0,0.0,0.0,1.6501988172531128,1.6511516571044922,1.5649986267089844,1.651354432106018,1.741436243057251,1.6501988172531128,1.6511516571044922,1.5649986267089844,1.651354432106018,1.741436243057251,residual,False
0.125,0.13,0.1275,163,0.0,0.0,0.0,0.0,0.0,1.4871848821640015,1.488149642944336,1.3983720541000366,1.4882757663726807,1.5727025270462036,1.4871848821640015,1.488149642944336,1.3983720541000366,1.4882757663726807,1.5727025270462036,residual,False
0.13,0.135,0.1325,174,0.0,0.0,0.0,0.0,0.0,1.3380271196365356,1.3389956951141357,1.2547097206115723,1.3370622396469116,1.419989824295044,1.3380271196365356,1.3389956951141357,1.2547097206115723,1.3370622396469116,1.419989824295044,residual,False
0.135,0.14,0.1375,164,0.0,0.0,0.0,0.0,0.0,1.206851840019226,1.2076598405838013,1.1323696374893188,1.2052228450775146,1.2835687398910522,1.206851840019226,1.2076598405838013,1.1323696374893188,1.2052228450775146,1.2835687398910522,residual,False
0.14,0.145,0.14250000000000002,168,0.0,0.0,0.0,0.0,0.0,1.0928248167037964,1.0935288667678833,1.028556227684021,1.0965709686279297,1.1526405811309814,1.0928248167037964,1.0935288667678833,1.028556227684021,1.0965709686279297,1.1526405811309814,residual,False
0.145,0.15,0.1475,190,0.0,0.0,0.0,0.0,0.0,0.9901849031448364,0.9908854961395264,0.9298584461212158,0.9879329204559326,1.0483155250549316,0.9901849031448364,0.9908854961395264,0.9298584461212158,0.9879329204559326,1.0483155250549316,residual,False
0.15,0.155,0.1525,188,0.0,0.0,0.0,0.0,0.0,0.8983238935470581,0.898884654045105,0.8446782231330872,0.9005681276321411,0.9455528259277344,0.8983238935470581,0.898884654045105,0.8446782231330872,0.9005681276321411,0.9455528259277344,residual,False
0.155,0.16,0.1575,209,0.0,0.0,0.0,0.0,0.0,0.8209179043769836,0.8214285373687744,0.7736414670944214,0.8217011094093323,0.869637668132782,0.8209179043769836,0.8214285373687744,0.7736414670944214,0.8217011094093323,0.869637668132782,residual,False
0.16,0.165,0.1625,201,0.0,0.0,0.0,0.0,0.0,0.7562829852104187,0.7567581534385681,0.7118724584579468,0.7603473663330078,0.7988076210021973,0.7562829852104187,0.7567581534385681,0.7118724584579468,0.7603473663330078,0.7988076210021973,residual,False
0.165,0.17,0.1675,210,0.0,0.0,0.0,0.0,0.0,0.7100386619567871,0.7104968428611755,0.6681897640228271,0.710910975933075,0.7489851713180542,0.7100386619567871,0.7104968428611755,0.6681897640228271,0.710910975933075,0.7489851713180542,residual,False
0.17,0.17500000000000002,0.17250000000000001,231,0.0,0.0,0.0,0.0,0.0,0.6717990636825562,0.6722316145896912,0.6325423717498779,0.6720840930938721,0.7095811367034912,0.6717990636825562,0.6722316145896912,0.6325423717498779,0.6720840930938721,0.7095811367034912,residual,False
0.17500000000000002,0.18,0.1775,201,0.0,0.0,0.0,0.0,0.0,0.641740620136261,0.6421908736228943,0.6053206324577332,0.6401466727256775,0.6791289448738098,0.641740620136261,0.6421908736228943,0.6053206324577332,0.6401466727256775,0.6791289448738098,residual,False
0.18,0.185,0.1825,232,0.0,0.0,0.0,0.0,0.0,0.6231032013893127,0.623647928237915,0.5826682448387146,0.6253006458282471,0.6607834696769714,0.6231032013893127,0.623647928237915,0.5826682448387146,0.6253006458282471,0.6607834696769714,residual,False
0.185,0.19,0.1875,228,0.0,0.0,0.0,0.0,0.0,0.6018842458724976,0.6024927496910095,0.5606030225753784,0.6019117832183838,0.6403037309646606,0.6018842458724976,0.6024927496910095,0.5606030225753784,0.6019117832183838,0.6403037309646606,residual,False
0.19,0.195,0.1925,260,0.0,0.0,0.0,0.0,0.0,0.588194727897644,0.5889352560043335,0.539338231086731,0.5937972068786621,0.6270617842674255,0.588194727897644,0.5889352560043335,0.539338231086731,0.5937972068786621,0.6270617842674255,residual,False
0.195,0.2,0.1975,247,0.0,0.0,0.0,0.0,0.0,0.569832980632782,0.5707513093948364,0.5191369652748108,0.5723012089729309,0.6142869591712952,0.569832980632782,0.5707513093948364,0.5191369652748108,0.5723012089729309,0.6142869591712952,residual,False
0.2,0.20500000000000002,0.2025,237,0.0,0.0,0.0,0.0,0.0,0.5522445440292358,0.5534098744392395,0.49871957302093506,0.55178302526474,0.6033821702003479,0.5522445440292358,0.5534098744392395,0.49871957302093506,0.55178302526474,0.6033821702003479,residual,False
0.20500000000000002,0.21,0.20750000000000002,268,0.0,0.0,0.0,0.0,0.0,0.5419093370437622,0.5434141755104065,0.4813585877418518,0.5441626310348511,0.5949090719223022,0.5419093370437622,0.5434141755104065,0.4813585877418518,0.5441626310348511,0.5949090719223022,residual,False
0.21,0.215,0.2125,265,0.0,0.0,0.0,0.0,0.0,0.5241773128509521,0.5258182287216187,0.46177908778190613,0.5232879519462585,0.5816025137901306,0.5241773128509521,0.5258182287216187,0.46177908778190613,0.5232879519462585,0.5816025137901306,residual,False
0.215,0.22,0.2175,289,0.0,0.0,0.0,0.0,0.0,0.5118112564086914,0.513843297958374,0.44178906083106995,0.5146846175193787,0.5723881721496582,0.5118112564086914,0.513843297958374,0.44178906083106995,0.5146846175193787,0.5723881721496582,residual,False
0.22,0.225,0.2225,280,0.0,0.0,0.0,0.0,0.0,0.4941502809524536,0.4964536726474762,0.41842561960220337,0.49070823192596436,0.5608264803886414,0.4941502809524536,0.4964536726474762,0.41842561960220337,0.49070823192596436,0.5608264803886414,residual,False
0.225,0.23,0.2275,268,0.0,0.0,0.0,0.0,0.0,0.4771288335323334,0.47991567850112915,0.3953809440135956,0.4688851237297058,0.550197422504425,0.4771288335323334,0.47991567850112915,0.3953809440135956,0.4688851237297058,0.550197422504425,residual,False
0.23,0.23500000000000001,0.2325,296,0.0,0.0,0.0,0.0,0.0,0.4649583399295807,0.46813127398490906,0.3756881654262543,0.4654306173324585,0.5403363108634949,0.4649583399295807,0.46813127398490906,0.3756881654262543,0.4654306173324585,0.5403363108634949,residual,False
0.23500000000000001,0.24,0.2375,290,0.0,0.0,0.0,0.0,0.0,0.44499754905700684,0.44832903146743774,0.35794293880462646,0.4438149333000183,0.5263233780860901,0.44499754905700684,0.44832903146743774,0.35794293880462646,0.4438149333000183,0.5263233780860901,residual,False
0.24,0.245,0.2425,312,0.0,0.0,0.0,0.0,0.0,0.43344488739967346,0.4372795820236206,0.34526655077934265,0.4327406883239746,0.5144246816635132,0.43344488739967346,0.4372795820236206,0.34526655077934265,0.4327406883239746,0.5144246816635132,residual,False
0.245,0.25,0.2475,307,0.0,0.0,0.0,0.0,0.0,0.41178765892982483,0.4154048264026642,0.33917948603630066,0.4039280116558075,0.49894991517066956,0.41178765892982483,0.4154048264026642,0.33917948603630066,0.4039280116558075,0.49894991517066956,residual,False
0.25,0.255,0.2525,333,0.0,0.0,0.0,0.0,0.0,0.39874956011772156,0.40222451090812683,0.3350679576396942,0.3856390714645386,0.48252665996551514,0.39874956011772156,0.40222451090812683,0.3350679576396942,0.3856390714645386,0.48252665996551514,residual,False
0.255,0.26,0.2575,324,0.0,0.0,0.0,0.0,0.0,0.38756227493286133,0.390150785446167,0.33183419704437256,0.37613189220428467,0.4659431278705597,0.38756227493286133,0.390150785446167,0.33183419704437256,0.37613189220428467,0.4659431278705597,residual,False
0.26,0.265,0.2625,314,0.0,0.0,0.0,0.0,0.0,0.37728071212768555,0.3790980577468872,0.3320240080356598,0.36983487010002136,0.44792884588241577,0.37728071212768555,0.3790980577468872,0.3320240080356598,0.36983487010002136,0.44792884588241577,residual,False
0.265,0.27,0.2675,342,0.0,0.0,0.0,0.0,0.0,0.3789522349834442,0.3804280459880829,0.3300554156303406,0.37881118059158325,0.4329419732093811,0.3789522349834442,0.3804280459880829,0.3300554156303406,0.37881118059158325,0.4329419732093811,residual,False
0.27,0.275,0.2725,328,0.0,0.0,0.0,0.0,0.0,0.3810676336288452,0.38369038701057434,0.324482798576355,0.3734983205795288,0.4785948693752289,0.3810676336288452,0.38369038701057434,0.324482798576355,0.3734983205795288,0.4785948693752289,residual,False
0.275,0.28,0.2775,376,0.0,0.0,0.0,0.0,0.0,0.39641377329826355,0.40739116072654724,0.3151225447654724,0.369795560836792,0.6800650954246521,0.39641377329826355,0.40739116072654724,0.3151225447654724,0.369795560836792,0.6800650954246521,residual,False
0.28,0.28500000000000003,0.28250000000000003,344,0.0,0.0,0.0,0.0,0.0,0.4554092586040497,0.4984085261821747,0.30503755807876587,0.36523279547691345,1.032411813735962,0.4554092586040497,0.4984085261821747,0.30503755807876587,0.36523279547691345,1.032411813735962,residual,False
0.28500000000000003,0.29,0.2875,356,0.0,0.0,0.0,0.0,0.0,0.5513046979904175,0.6486232876777649,0.2913598418235779,0.3670300841331482,1.5174885988235474,0.5513046979904175,0.6486232876777649,0.2913598418235779,0.3670300841331482,1.5174885988235474,residual,False
0.29,0.295,0.2925,364,0.0,0.0,0.0,0.0,0.0,0.6991775631904602,0.8759730458259583,0.2779390513896942,0.3695657253265381,1.9065309762954712,0.6991775631904602,0.8759730458259583,0.2779390513896942,0.3695657253265381,1.9065309762954712,residual,False
0.295,0.3,0.2975,347,0.0,0.0,0.0,0.0,0.0,0.7790566086769104,0.9992110729217529,0.25642675161361694,0.3623327314853668,1.9331272840499878,0.7790566086769104,0.9992110729217529,0.25642675161361694,0.3623327314853668,1.9331272840499878,residual,False
0.3,0.305,0.3025,319,0.0,0.0,0.0,0.0,0.0,0.6878964304924011,0.9072151184082031,0.2335212677717209,0.32276374101638794,1.8498663902282715,0.6878964304924011,0.9072151184082031,0.2335212677717209,0.32276374101638794,1.8498663902282715,residual,False
0.305,0.31,0.3075,258,0.0,0.0,0.0,0.0,0.0,0.6398854851722717,0.8503480553627014,0.21044372022151947,0.2925172448158264,1.7926830053329468,0.6398854851722717,0.8503480553627014,0.21044372022151947,0.2925172448158264,1.7926830053329468,residual,False
0.31,0.315,0.3125,238,0.0,0.0,0.0,0.0,0.0,0.570694088935852,0.7773518562316895,0.18182334303855896,0.258189857006073,1.719671607017517,0.570694088935852,0.7773518562316895,0.18182334303855896,0.258189857006073,1.719671607017517,residual,False
0.315,0.32,0.3175,222,0.0,0.0,0.0,0.0,0.0,0.5374005436897278,0.7298217415809631,0.15805678069591522,0.2467620074748993,1.650473952293396,0.5374005436897278,0.7298217415809631,0.15805678069591522,0.2467620074748993,1.650473952293396,residual,False
0.32,0.325,0.3225,195,0.0,0.0,0.0,0.0,0.0,0.52626633644104,0.7246193885803223,0.13322919607162476,0.24619384109973907,1.59932279586792,0.52626633644104,0.7246193885803223,0.13322919607162476,0.24619384109973907,1.59932279586792,residual,False
0.325,0.33,0.3275,193,0.0,0.0,0.0,0.0,0.0,0.4386795461177826,0.6446776986122131,0.09551087766885757,0.16567948460578918,1.5457515716552734,0.4386795461177826,0.6446776986122131,0.09551087766885757,0.16567948460578918,1.5457515716552734,residual,False
0.33,0.335,0.3325,164,0.0,0.0,0.0,0.0,0.0,0.4651980996131897,0.6670392751693726,0.0738651379942894,0.21437451243400574,1.5058389902114868,0.4651980996131897,0.6670392751693726,0.0738651379942894,0.21437451243400574,1.5058389902114868,residual,False
0.335,0.34,0.3375,165,0.0,0.0,0.0,0.0,0.0,0.4297202229499817,0.64799565076828,0.03576904907822609,0.15046657621860504,1.473541498184204,0.4297202229499817,0.64799565076828,0.03576904907822609,0.15046657621860504,1.473541498184204,residual,False
0.34,0.34500000000000003,0.3425,145,0.0,0.0,0.0,0.0,0.0,0.4140453040599823,0.6420753002166748,0.00838658306747675,0.14632125198841095,1.4311680793762207,0.4140453040599823,0.6420753002166748,0.00838658306747675,0.14632125198841095,1.4311680793762207,residual,False
0.34500000000000003,0.35000000000000003,0.34750000000000003,132,0.0,0.0,0.0,0.0,0.0,0.4433344602584839,0.6551296710968018,-0.013219977729022503,0.18538714945316315,1.3875774145126343,0.4433344602584839,0.6551296710968018,-0.013219977729022503,0.18538714945316315,1.3875774145126343,residual,False
0.35000000000000003,0.355,0.35250000000000004,130,0.0,0.0,0.0,0.0,0.0,0.2968604862689972,0.542863130569458,-0.04807361587882042,0.03714638203382492,1.2905515432357788,0.2968604862689972,0.542863130569458,-0.04807361587882042,0.03714638203382492,1.2905515432357788,residual,False
0.355,0.36,0.3575,104,0.0,0.0,0.0,0.0,0.0,0.42251136898994446,0.6493110060691833,-0.06567682325839996,0.2104688286781311,1.3389207124710083,0.42251136898994446,0.6493110060691833,-0.06567682325839996,0.2104688286781311,1.3389207124710083,residual,False
0.36,0.365,0.3625,110,0.0,0.0,0.0,0.0,0.0,0.30948197841644287,0.5581876039505005,-0.08423029631376266,0.03755767643451691,1.2787500619888306,0.30948197841644287,0.5581876039505005,-0.08423029631376266,0.03755767643451691,1.2787500619888306,residual,False
0.365,0.37,0.3675,92,0.0,0.0,0.0,0.0,0.0,0.37042444944381714,0.5882321000099182,-0.08748611807823181,0.17287541925907135,1.2187579870224,0.37042444944381714,0.5882321000099182,-0.08748611807823181,0.17287541925907135,1.2187579870224,residual,False
0.37,0.375,0.3725,82,0.0,0.0,0.0,0.0,0.0,0.35750246047973633,0.5868462920188904,-0.09501028060913086,0.13757044076919556,1.1445670127868652,0.35750246047973633,0.5868462920188904,-0.09501028060913086,0.13757044076919556,1.1445670127868652,residual,False
0.375,0.38,0.3775,82,0.0,0.0,0.0,0.0,0.0,0.3574574291706085,0.5459139943122864,-0.0899890661239624,0.3039821982383728,1.1108460426330566,0.3574574291706085,0.5459139943122864,-0.0899890661239624,0.3039821982383728,1.1108460426330566,residual,False
0.38,0.385,0.3825,52,0.0,0.0,0.0,0.0,0.0,0.4606334865093231,0.6340281367301941,-0.08731014281511307,0.3688112497329712,1.0935041904449463,0.4606334865093231,0.6340281367301941,-0.08731014281511307,0.3688112497329712,1.0935041904449463,residual,False
0.385,0.39,0.3875,74,0.0,0.0,0.0,0.0,0.0,0.4021037518978119,0.5500951409339905,-0.07351047545671463,0.32389992475509644,1.0113669633865356,0.4021037518978119,0.5500951409339905,-0.07351047545671463,0.32389992475509644,1.0113669633865356,residual,False
0.39,0.395,0.3925,34,0.0,0.0,0.0,0.0,0.0,0.5286552309989929,0.6370401382446289,0.009018603712320328,0.6251509189605713,1.0221788883209229,0.5286552309989929,0.6370401382446289,0.009018603712320328,0.6251509189605713,1.0221788883209229,residual,False
0.395,0.4,0.3975,50,0.0,0.0,0.0,0.0,0.0,0.6106500029563904,0.6746306419372559,0.07623130828142166,0.678287923336029,0.9805842041969299,0.6106500029563904,0.6746306419372559,0.07623130828142166,0.678287923336029,0.9805842041969299,residual,False
0.4,0.405,0.4025,22,0.0,0.0,0.0,0.0,0.0,0.8555722832679749,0.8914973735809326,0.4324687719345093,0.9618539810180664,1.1177568435668945,0.8555722832679749,0.8914973735809326,0.4324687719345093,0.9618539810180664,1.1177568435668945,residual,False
0.405,0.41000000000000003,0.40750000000000003,16,0.0,0.0,0.0,0.0,0.0,1.0607738494873047,1.103844165802002,0.6999222040176392,0.934319257736206,1.5189036130905151,1.0607738494873047,1.103844165802002,0.6999222040176392,0.934319257736206,1.5189036130905151,residual,False
0.41000000000000003,0.41500000000000004,0.41250000000000003,20,0.0,0.0,0.0,0.0,0.0,1.4457029104232788,1.4942773580551147,1.0572433471679688,1.3777120113372803,2.1909263134002686,1.4457029104232788,1.4942773580551147,1.0572433471679688,1.3777120113372803,2.1909263134002686,residual,False
0.41500000000000004,0.42,0.4175,4,0.0,0.0,0.0,0.0,0.0,1.8178246021270752,1.817844033241272,1.8076890707015991,1.8177170753479004,1.828110933303833,1.8178246021270752,1.817844033241272,1.8076890707015991,1.8177170753479004,1.828110933303833,residual,False
0.42,0.425,0.4225,2,0.0,0.0,0.0,0.0,0.0,2.1591784954071045,2.1591835021972656,2.155029773712158,2.1591784954071045,2.163327217102051,2.1591784954071045,2.1591835021972656,2.155029773712158,2.1591784954071045,2.163327217102051,residual,False
0.0,0.005,0.0025,1,0.0,0.0,0.0,0.0,0.0,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,11.6986083984375,recovery,True
0.005,0.01,0.0075,8,0.0,0.0,0.0,0.0,0.0,11.61262321472168,11.612687110900879,11.55412769317627,11.61301040649414,11.661283493041992,11.61262321472168,11.612687110900879,11.55412769317627,11.61301040649414,11.661283493041992,recovery,True
0.01,0.015,0.0125,17,0.0,0.0,0.0,0.0,0.0,11.368986129760742,11.369501113891602,11.180671691894531,11.391800880432129,11.487277030944824,11.368986129760742,11.369501113891602,11.180671691894531,11.391800880432129,11.487277030944824,recovery,True
0.015,0.02,0.0175,21,0.0,0.0,0.0,0.0,0.0,11.032011032104492,11.032811164855957,10.845762252807617,11.017606735229492,11.206775665283203,11.032011032104492,11.032811164855957,10.845762252807617,11.017606735229492,11.206775665283203,recovery,True
0.02,0.025,0.0225,29,0.0,0.0,0.0,0.0,0.0,10.540313720703125,10.542109489440918,10.209697723388672,10.568359375,10.81191349029541,10.540313720703125,10.542109489440918,10.209697723388672,10.568359375,10.81191349029541,recovery,True
0.025,0.03,0.0275,35,0.0,0.0,0.0,0.0,0.0,8.56940746307373,9.039916038513184,0.6368293762207031,9.849967956542969,10.297964096069336,8.56940746307373,9.039916038513184,0.6368293762207031,9.849967956542969,10.297964096069336,recovery,True
0.03,0.035,0.0325,36,0.0,0.0,0.0,0.0,0.0,4.110968112945557,6.7061238288879395,-4.4280877113342285,2.9126930236816406,9.877126693725586,4.110968112945557,6.7061238288879395,-4.4280877113342285,2.9126930236816406,9.877126693725586,recovery,True
0.035,0.04,0.037500000000000006,48,0.0,0.0,0.0,0.0,0.0,6.5920844078063965,10.6004056930542,-4.680515289306641,8.951279640197754,19.9143123626709,6.5920844078063965,10.6004056930542,-4.680515289306641,8.951279640197754,19.9143123626709,recovery,True
0.04,0.045,0.042499999999999996,56,0.0,0.0,0.0,0.0,0.0,12.660430908203125,14.871976852416992,1.1323394775390625,10.925643920898438,23.43269920349121,12.660430908203125,14.871976852416992,1.1323394775390625,10.925643920898438,23.43269920349121,recovery,True
0.045,0.05,0.0475,60,0.0,0.0,0.0,0.0,0.0,8.367060661315918,10.571227073669434,-5.085365295410156,7.612442970275879,22.0650691986084,8.367060661315918,10.571227073669434,-5.085365295410156,7.612442970275879,22.0650691986084,recovery,True
0.05,0.055,0.052500000000000005,65,0.0,0.0,0.0,0.0,0.0,7.166458606719971,9.554207801818848,-5.996689796447754,6.800119400024414,17.427139282226562,7.166458606719971,9.554207801818848,-5.996689796447754,6.800119400024414,17.427139282226562,recovery,True
0.055,0.06,0.057499999999999996,62,0.0,0.0,0.0,0.0,0.0,5.811364650726318,8.362833023071289,-7.153157711029053,6.099369049072266,17.315736770629883,5.811364650726318,8.362833023071289,-7.153157711029053,6.099369049072266,17.315736770629883,recovery,True
0.06,0.065,0.0625,84,0.0,0.0,0.0,0.0,0.0,4.38412618637085,7.009963035583496,-5.868048667907715,5.240850448608398,17.029935836791992,4.38412618637085,7.009963035583496,-5.868048667907715,5.240850448608398,17.029935836791992,recovery,True
0.065,0.07,0.0675,89,0.0,0.0,0.0,0.0,0.0,3.4574337005615234,5.487825393676758,-1.9184205532073975,4.46505069732666,9.883983612060547,3.4574337005615234,5.487825393676758,-1.9184205532073975,4.46505069732666,9.883983612060547,recovery,True
0.07,0.075,0.07250000000000001,91,0.0,0.0,0.0,0.0,0.0,4.378507614135742,5.385474681854248,3.122775077819824,3.9088196754455566,13.781275749206543,4.378507614135742,5.385474681854248,3.122775077819824,3.9088196754455566,13.781275749206543,recovery,True
0.075,0.08,0.0775,93,0.0,0.0,0.0,0.0,0.0,2.83833384513855,3.6305551528930664,-2.433710813522339,3.3646459579467773,3.7696597576141357,2.83833384513855,3.6305551528930664,-2.433710813522339,3.3646459579467773,3.7696597576141357,recovery,False
0.08,0.085,0.0825,99,0.0,0.0,0.0,0.0,0.0,3.175748586654663,3.4102349281311035,2.5281624794006348,2.9241344928741455,7.866301536560059,3.175748586654663,3.4102349281311035,2.5281624794006348,2.9241344928741455,7.866301536560059,recovery,False
0.085,0.09,0.0875,111,0.0,0.0,0.0,0.0,0.0,2.3830149173736572,2.4486703872680664,2.079934597015381,2.4162375926971436,2.7482385635375977,2.3830149173736572,2.4486703872680664,2.079934597015381,2.4162375926971436,2.7482385635375977,recovery,False
0.09,0.095,0.0925,121,0.0,0.0,0.0,0.0,0.0,2.0080513954162598,2.014721632003784,1.749158263206482,2.01366925239563,2.2692208290100098,2.0080513954162598,2.014721632003784,1.749158263206482,2.01366925239563,2.2692208290100098,recovery,False
0.095,0.1,0.0975,125,0.0,0.0,0.0,0.0,0.0,1.6109800338745117,1.6202709674835205,1.3169536590576172,1.6151666641235352,1.8940593004226685,1.6109800338745117,1.6202709674835205,1.3169536590576172,1.6151666641235352,1.8940593004226685,recovery,False
0.1,0.105,0.10250000000000001,120,0.0,0.0,0.0,0.0,0.0,1.3288441896438599,1.3381195068359375,1.088118076324463,1.3224447965621948,1.5545806884765625,1.3288441896438599,1.3381195068359375,1.088118076324463,1.3224447965621948,1.5545806884765625,recovery,False
0.105,0.11,0.1075,144,0.0,0.0,0.0,0.0,0.0,1.0413098335266113,1.051204800605774,0.8395784497261047,1.0187947750091553,1.2884440422058105,1.0413098335266113,1.051204800605774,0.8395784497261047,1.0187947750091553,1.2884440422058105,recovery,False
0.11,0.115,0.1125,137,0.0,0.0,0.0,0.0,0.0,0.8168178200721741,0.8229050040245056,0.6985830068588257,0.7959325313568115,1.026990294456482,0.8168178200721741,0.8229050040245056,0.6985830068588257,0.7959325313568115,1.026990294456482,recovery,False
0.115,0.12,0.1175,137,0.0,0.0,0.0,0.0,0.0,0.6626946330070496,0.6645081043243408,0.5803663730621338,0.6611748933792114,0.7460671663284302,0.6626946330070496,0.6645081043243408,0.5803663730621338,0.6611748933792114,0.7460671663284302,recovery,False
0.12,0.125,0.1225,161,0.0,0.0,0.0,0.0,0.0,0.5515491366386414,0.553118884563446,0.4891120195388794,0.5513404607772827,0.6188257932662964,0.5515491366386414,0.553118884563446,0.4891120195388794,0.5513404607772827,0.6188257932662964,recovery,False
0.125,0.13,0.1275,163,0.0,0.0,0.0,0.0,0.0,0.46165212988853455,0.46285566687583923,0.41161441802978516,0.4560779333114624,0.5137587785720825,0.46165212988853455,0.46285566687583923,0.41161441802978516,0.4560779333114624,0.5137587785720825,recovery,False
0.13,0.135,0.1325,174,0.0,0.0,0.0,0.0,0.0,0.39012986421585083,0.3910033702850342,0.3482828438282013,0.38874301314353943,0.43487048149108887,0.39012986421585083,0.3910033702850342,0.3482828438282013,0.38874301314353943,0.43487048149108887,recovery,False
0.135,0.14,0.1375,164,0.0,0.0,0.0,0.0,0.0,0.3371100425720215,0.3377181887626648,0.3048512637615204,0.3348086178302765,0.3730088174343109,0.3371100425720215,0.3377181887626648,0.3048512637615204,0.3348086178302765,0.3730088174343109,recovery,False
